"episode","1000 hns with additional head stochastic - _step","1000 hns with additional head stochastic - reward"
"2486","2486","19.45"
"2487","2487","19.52"
"2488","2488","19.45"
"2489","2489","19.53"
"2490","2490","19.45"
"2491","2491","19.52"
"2492","2492","19.46"
"2493","2493","19.3"
"2494","2494","19.39"
"2495","2495","19.53"
"2496","2496","19.52"
"2497","2497","19.37"
"2498","2498","19.56"
"2499","2499","19.39"
"2500","2500","19.53"
"2501","2501","19.52"
"2502","2502","19.56"
"2503","2503","19.53"
"2504","2504","19.38"
"2505","2505","19.59"
"2506","2506","19.33"
"2507","2507","19.49"
"2508","2508","19.52"
"2509","2509","19.38"
"2510","2510","19.38"
"2511","2511","19.53"
"2512","2512","19.46"
"2513","2513","19.6"
"2514","2514","19.35"
"2515","2515","19.53"
"2516","2516","19.52"
"2517","2517","19.53"
"2518","2518","19.53"
"2519","2519","19.52"
"2520","2520","19.35"
"2521","2521","19.45"
"2522","2522","19.53"
"2523","2523","19.32"
"2524","2524","19.39"
"2525","2525","19.39"
"2526","2526","19.53"
"2527","2527","19.46"
"2528","2528","19.46"
"2529","2529","19.52"
"2530","2530","19.59"
"2531","2531","19.52"
"2532","2532","19.46"
"2533","2533","19.6"
"2534","2534","19.53"
"2535","2535","19.52"
"2536","2536","19.34"
"2537","2537","19.38"
"2538","2538","19.6"
"2539","2539","19.52"
"2540","2540","19.31"
"2541","2541","19.4"
"2542","2542","19.2"
"2543","2543","19.37"
"2544","2544","19.52"
"2545","2545","19.57"
"2546","2546","19.53"
"2547","2547","19.6"
"2548","2548","19.46"
"2549","2549","19.35"
"2550","2550","19.31"
"2551","2551","19.52"
"2552","2552","19.59"
"2553","2553","19.32"
"2554","2554","19.6"
"2555","2555","19.4"
"2556","2556","19.59"
"2557","2557","19.6"
"2558","2558","19.51"
"2559","2559","19.5"
"2560","2560","19.38"
"2561","2561","19.52"
"2562","2562","19.17"
"2563","2563","19.42"
"2564","2564","19.21"
"2565","2565","19.47"
"2566","2566","19.39"
"2567","2567","19.38"
"2568","2568","19.43"
"2569","2569","19.48"
"2570","2570","19.2"
"2571","2571","19.56"
"2572","2572","19.39"
"2573","2573","19.45"
"2574","2574","19.24"
"2575","2575","19.46"
"2576","2576","19.39"
"2577","2577","19.46"
"2578","2578","19.47"
"2579","2579","19.41"
"2580","2580","19.45"
"2581","2581","19.38"
"2582","2582","19.39"
"2583","2583","19.51"
"2584","2584","19.45"
"2585","2585","19.34"
"2586","2586","19.53"
"2587","2587","19.52"
"2588","2588","19.45"
"2589","2589","19.45"
"2590","2590","19.48"
"2591","2591","19.48"
"2592","2592","19.59"
"2593","2593","19.43"
"2594","2594","19.58"
"2595","2595","19.25"
"2596","2596","19.42"
"2597","2597","19.6"
"2598","2598","19.46"
"2599","2599","19.53"
"2600","2600","19.6"
"2601","2601","19.51"
"2602","2602","19.33"
"2603","2603","19.38"
"2604","2604","19.34"
"2605","2605","19.41"
"2606","2606","19.41"
"2607","2607","19.32"
"2608","2608","19.53"
"2609","2609","19.53"
"2610","2610","19.59"
"2611","2611","19.6"
"2612","2612","19.2"
"2613","2613","19.44"
"2614","2614","19.38"
"2615","2615","19.4"
"2616","2616","19.48"
"2617","2617","19.48"
"2618","2618","19.54"
"2619","2619","19.53"
"2620","2620","19.39"
"2621","2621","19.28"
"2622","2622","19.31"
"2623","2623","19.27"
"2624","2624","18.89"
"2625","2625","18.98"
"2626","2626","18.83"
"2627","2627","18.99"
"2628","2628","19.1"
"2629","2629","18.91"
"2630","2630","18.88"
"2631","2631","19.02"
"2632","2632","19.33"
"2633","2633","19.26"
"2634","2634","19.35"
"2635","2635","19.38"
"2636","2636","19.39"
"2637","2637","19.33"
"2638","2638","19.35"
"2639","2639","19.6"
"2640","2640","19.2"
"2641","2641","19.46"
"2642","2642","19.48"
"2643","2643","19.46"
"2644","2644","19.41"
"2645","2645","19.6"
"2646","2646","19.53"
"2647","2647","19.53"
"2648","2648","19.59"
"2649","2649","19.53"
"2650","2650","19.31"
"2651","2651","19.46"
"2652","2652","19.49"
"2653","2653","19.29"
"2654","2654","19.27"
"2655","2655","19.37"
"2656","2656","19.51"
"2657","2657","19.58"
"2658","2658","19.52"
"2659","2659","19.51"
"2660","2660","19.33"
"2661","2661","19.03"
"2662","2662","19.46"
"2663","2663","19.41"
"2664","2664","19.37"
"2665","2665","19.37"
"2666","2666","18.86"
"2667","2667","19.6"
"2668","2668","19.37"
"2669","2669","19.43"
"2670","2670","19.11"
"2671","2671","19.45"
"2672","2672","19.3"
"2673","2673","19.16"
"2674","2674","19.5"
"2675","2675","19.44"
"2676","2676","19.11"
"2677","2677","19.37"
"2678","2678","19.38"
"2679","2679","19.35"
"2680","2680","19.45"
"2681","2681","19.6"
"2682","2682","19.38"
"2683","2683","19.46"
"2684","2684","19.6"
"2685","2685","19.27"
"2686","2686","19.6"
"2687","2687","19.45"
"2688","2688","19.4"
"2689","2689","19.46"
"2690","2690","19.46"
"2691","2691","19.4"
"2692","2692","19.45"
"2693","2693","19.53"
"2694","2694","19.38"
"2695","2695","19.46"
"2696","2696","19.6"
"2697","2697","19.36"
"2698","2698","19.39"
"2699","2699","19.6"
"2700","2700","19.46"
"2701","2701","19.39"
"2702","2702","19.52"
"2703","2703","19.04"
"2704","2704","19.51"
"2705","2705","19.46"
"2706","2706","19.47"
"2707","2707","19.52"
"2708","2708","19.47"
"2709","2709","19.53"
"2710","2710","19.51"
"2711","2711","19.35"
"2712","2712","19.51"
"2713","2713","19.53"
"2714","2714","19.5"
"2715","2715","19.39"
"2716","2716","19.6"
"2717","2717","19.38"
"2718","2718","19.53"
"2719","2719","19.31"
"2720","2720","19.38"
"2721","2721","19.53"
"2722","2722","19.46"
"2723","2723","19.46"
"2724","2724","19.6"
"2725","2725","19.54"
"2726","2726","19.28"
"2727","2727","19.52"
"2728","2728","19.39"
"2729","2729","19.39"
"2730","2730","19.54"
"2731","2731","19.53"
"2732","2732","19.6"
"2733","2733","19.44"
"2734","2734","19.28"
"2735","2735","19.45"
"2736","2736","19.26"
"2737","2737","19.52"
"2738","2738","19.46"
"2739","2739","19.42"
"2740","2740","19.52"
"2741","2741","19.45"
"2742","2742","19.53"
"2743","2743","19.53"
"2744","2744","19.53"
"2745","2745","19.52"
"2746","2746","19.34"
"2747","2747","19.54"
"2748","2748","19.46"
"2749","2749","19.45"
"2750","2750","19.53"
"2751","2751","19.32"
"2752","2752","19.44"
"2753","2753","19.46"
"2754","2754","19.52"
"2755","2755","19.47"
"2756","2756","19.46"
"2757","2757","19.46"
"2758","2758","19.53"
"2759","2759","19.46"
"2760","2760","19.6"
"2761","2761","19.58"
"2762","2762","19.53"
"2763","2763","19.39"
"2764","2764","19.51"
"2765","2765","19.6"
"2766","2766","19.45"
"2767","2767","19.53"
"2768","2768","19.6"
"2769","2769","19.46"
"2770","2770","19.6"
"2771","2771","19.53"
"2772","2772","19.53"
"2773","2773","19.6"
"2774","2774","19.31"
"2775","2775","19.46"
"2776","2776","19.52"
"2777","2777","19.54"
"2778","2778","19.45"
"2779","2779","19.39"
"2780","2780","19.6"
"2781","2781","19.52"
"2782","2782","19.36"
"2783","2783","19.6"
"2784","2784","19.46"
"2785","2785","19.59"
"2786","2786","19.42"
"2787","2787","19.34"
"2788","2788","19.4"
"2789","2789","19.39"
"2790","2790","19.52"
"2791","2791","19.44"
"2792","2792","19.53"
"2793","2793","19.59"
"2794","2794","19.43"
"2795","2795","19.49"
"2796","2796","19.39"
"2797","2797","19.52"
"2798","2798","19.46"
"2799","2799","19.31"
"2800","2800","19.6"
"2801","2801","19.4"
"2802","2802","19.33"
"2803","2803","19.42"
"2804","2804","19.45"
"2805","2805","19.38"
"2806","2806","19.53"
"2807","2807","19.45"
"2808","2808","19.52"
"2809","2809","19.4"
"2810","2810","19.59"
"2811","2811","19.44"
"2812","2812","19.46"
"2813","2813","19.53"
"2814","2814","19.6"
"2815","2815","19.56"
"2816","2816","19.6"
"2817","2817","19.48"
"2818","2818","19.41"
"2819","2819","19.39"
"2820","2820","19.56"
"2821","2821","19.35"
"2822","2822","19.41"
"2823","2823","19.37"
"2824","2824","19.48"
"2825","2825","19.49"
"2826","2826","19.52"
"2827","2827","19.2"
"2828","2828","19.39"
"2829","2829","19.47"
"2830","2830","19.31"
"2831","2831","19.52"
"2832","2832","19.51"
"2833","2833","19.39"
"2834","2834","19.34"
"2835","2835","19.53"
"2836","2836","19.46"
"2837","2837","19.39"
"2838","2838","19.37"
"2839","2839","19.6"
"2840","2840","19.42"
"2841","2841","19.53"
"2842","2842","19.35"
"2843","2843","19.54"
"2844","2844","19.42"
"2845","2845","19.46"
"2846","2846","19.53"
"2847","2847","19.6"
"2848","2848","19.52"
"2849","2849","19.53"
"2850","2850","19.6"
"2851","2851","19.24"
"2852","2852","19.5"
"2853","2853","19.52"
"2854","2854","19.39"
"2855","2855","19.51"
"2856","2856","19.5"
"2857","2857","19.5"
"2858","2858","19.35"
"2859","2859","19.6"
"2860","2860","19.24"
"2861","2861","19.44"
"2862","2862","19.6"
"2863","2863","19.38"
"2864","2864","19.38"
"2865","2865","19.51"
"2866","2866","19.59"
"2867","2867","19.45"
"2868","2868","19.46"
"2869","2869","19.36"
"2870","2870","19.52"
"2871","2871","19.27"
"2872","2872","19.45"
"2873","2873","19.59"
"2874","2874","19.6"
"2875","2875","19.37"
"2876","2876","19.53"
"2877","2877","19.46"
"2878","2878","19.59"
"2879","2879","19.35"
"2880","2880","19.47"
"2881","2881","19.6"
"2882","2882","19.59"
"2883","2883","19.27"
"2884","2884","19.53"
"2885","2885","19.59"
"2886","2886","19.3"
"2887","2887","19.51"
"2888","2888","19.46"
"2889","2889","19.6"
"2890","2890","19.46"
"2891","2891","19.6"
"2892","2892","19.59"
"2893","2893","19.59"
"2894","2894","19.46"
"2895","2895","19.59"
"2896","2896","19.52"
"2897","2897","19.6"
"2898","2898","19.59"
"2899","2899","19.49"
"2900","2900","19.59"
"2901","2901","19.26"
"2902","2902","19.59"
"2903","2903","19.59"
"2904","2904","19.6"
"2905","2905","19.39"
"2906","2906","19.49"
"2907","2907","19.43"
"2908","2908","19.56"
"2909","2909","19.6"
"2910","2910","19.35"
"2911","2911","19.52"
"2912","2912","19.46"
"2913","2913","19.6"
"2914","2914","19.49"
"2915","2915","19.6"
"2916","2916","19.34"
"2917","2917","19.53"
"2918","2918","19.6"
"2919","2919","19.55"
"2920","2920","19.47"
"2921","2921","19.6"
"2922","2922","19.53"
"2923","2923","19.53"
"2924","2924","19.52"
"2925","2925","19.6"
"2926","2926","19.52"
"2927","2927","19.53"
"2928","2928","19.47"
"2929","2929","19.6"
"2930","2930","19.53"
"2931","2931","19.42"
"2932","2932","19.52"
"2933","2933","19.6"
"2934","2934","19.53"
"2935","2935","19.53"
"2936","2936","19.54"
"2937","2937","19.6"
"2938","2938","19.52"
"2939","2939","19.39"
"2940","2940","19.39"
"2941","2941","19.6"
"2942","2942","19.53"
"2943","2943","19.6"
"2944","2944","19.46"
"2945","2945","19.6"
"2946","2946","19.46"
"2947","2947","19.6"
"2948","2948","19.6"
"2949","2949","19.53"
"2950","2950","19.53"
"2951","2951","19.6"
"2952","2952","19.53"
"2953","2953","19.53"
"2954","2954","19.52"
"2955","2955","19.59"
"2956","2956","19.46"
"2957","2957","19.44"
"2958","2958","19.42"
"2959","2959","19.53"
"2960","2960","19.52"
"2961","2961","19.27"
"2962","2962","19.6"
"2963","2963","19.39"
"2964","2964","19.39"
"2965","2965","19.46"
"2966","2966","19.38"
"2967","2967","19.53"
"2968","2968","19.45"
"2969","2969","19.6"
"2970","2970","19.6"
"2971","2971","19.53"
"2972","2972","19.38"
"2973","2973","19.38"
"2974","2974","19.53"
"2975","2975","19.46"
"2976","2976","19.49"
"2977","2977","19.6"
"2978","2978","19.52"
"2979","2979","19.12"
"2980","2980","19.46"
"2981","2981","19.6"
"2982","2982","19.53"
"2983","2983","19.35"
"2984","2984","19.41"
"2985","2985","19.17"
"2986","2986","19.6"
"2987","2987","19.6"
"2988","2988","19.53"
"2989","2989","19.45"
"2990","2990","19.52"
"2991","2991","19.45"
"2992","2992","19.53"
"2993","2993","19.52"
"2994","2994","19.39"
"2995","2995","19.46"
"2996","2996","19.28"
"2997","2997","19.42"
"2998","2998","19.26"
"2999","2999","19.45"
"3000","3000","19.59"
"3001","3001","19.46"
"3002","3002","19.6"
"3003","3003","19.46"
"3004","3004","19.46"
"3005","3005","19.41"
"3006","3006","19.4"
"3007","3007","19.02"
"3008","3008","19.52"
"3009","3009","19.52"
"3010","3010","19.58"
"3011","3011","19.29"
"3012","3012","19.51"
"3013","3013","19.39"
"3014","3014","19.53"
"3015","3015","19.49"
"3016","3016","19.29"
"3017","3017","19.46"
"3018","3018","19.53"
"3019","3019","19.6"
"3020","3020","19.38"
"3021","3021","19.38"
"3022","3022","19.6"
"3023","3023","19.49"
"3024","3024","19.53"
"3025","3025","19.53"
"3026","3026","19.47"
"3027","3027","19.53"
"3028","3028","19.6"
"3029","3029","19.48"
"3030","3030","19.46"
"3031","3031","19.6"
"3032","3032","19.59"
"3033","3033","19.59"
"3034","3034","19.53"
"3035","3035","19.6"
"3036","3036","19.52"
"3037","3037","19.46"
"3038","3038","19.6"
"3039","3039","19.33"
"3040","3040","19.46"
"3041","3041","19.53"
"3042","3042","19.56"
"3043","3043","19.53"
"3044","3044","19.6"
"3045","3045","19.53"
"3046","3046","19.6"
"3047","3047","19.36"
"3048","3048","19.4"
"3049","3049","19.53"
"3050","3050","19.35"
"3051","3051","19.34"
"3052","3052","19.52"
"3053","3053","19.39"
"3054","3054","19.46"
"3055","3055","19.6"
"3056","3056","19.53"
"3057","3057","19.6"
"3058","3058","19.46"
"3059","3059","19.6"
"3060","3060","19.48"
"3061","3061","19.6"
"3062","3062","19.51"
"3063","3063","19.53"
"3064","3064","19.53"
"3065","3065","19.6"
"3066","3066","19.39"
"3067","3067","19.53"
"3068","3068","19.46"
"3069","3069","19.45"
"3070","3070","19.53"
"3071","3071","19.53"
"3072","3072","19.53"
"3073","3073","19.59"
"3074","3074","19.6"
"3075","3075","19.46"
"3076","3076","19.46"
"3077","3077","19.6"
"3078","3078","19.5"
"3079","3079","19.39"
"3080","3080","19.45"
"3081","3081","19.53"
"3082","3082","19.6"
"3083","3083","19.6"
"3084","3084","19.54"
"3085","3085","19.6"
"3086","3086","19.6"
"3087","3087","19.53"
"3088","3088","19.53"
"3089","3089","19.6"
"3090","3090","19.47"
"3091","3091","19.45"
"3092","3092","19.29"
"3093","3093","19.54"
"3094","3094","19.53"
"3095","3095","19.6"
"3096","3096","19.4"
"3097","3097","19.53"
"3098","3098","19.6"
"3099","3099","19.52"
"3100","3100","19.46"
"3101","3101","19.53"
"3102","3102","19.53"
"3103","3103","19.45"
"3104","3104","19.53"
"3105","3105","19.48"
"3106","3106","19.46"
"3107","3107","19.32"
"3108","3108","19.32"
"3109","3109","19.6"
"3110","3110","19.45"
"3111","3111","19.54"
"3112","3112","19.6"
"3113","3113","19.6"
"3114","3114","19.52"
"3115","3115","19.39"
"3116","3116","19.53"
"3117","3117","19.6"
"3118","3118","19.53"
"3119","3119","19.39"
"3120","3120","19.6"
"3121","3121","19.4"
"3122","3122","19.46"
"3123","3123","19.47"
"3124","3124","19.39"
"3125","3125","19.53"
"3126","3126","19.6"
"3127","3127","19.53"
"3128","3128","19.52"
"3129","3129","19.26"
"3130","3130","19.46"
"3131","3131","19.47"
"3132","3132","19.36"
"3133","3133","19.38"
"3134","3134","19.13"
"3135","3135","19.38"
"3136","3136","19.34"
"3137","3137","19.41"
"3138","3138","19.6"
"3139","3139","19.46"
"3140","3140","19.53"
"3141","3141","19.52"
"3142","3142","19.6"
"3143","3143","19.6"
"3144","3144","19.39"
"3145","3145","19.6"
"3146","3146","19.6"
"3147","3147","19.33"
"3148","3148","19.47"
"3149","3149","19.52"
"3150","3150","19.53"
"3151","3151","19.51"
"3152","3152","19.39"
"3153","3153","19.6"
"3154","3154","19.54"
"3155","3155","19.34"
"3156","3156","19.58"
"3157","3157","19.6"
"3158","3158","19.53"
"3159","3159","19.46"
"3160","3160","19.52"
"3161","3161","19.6"
"3162","3162","19.41"
"3163","3163","19.6"
"3164","3164","19.39"
"3165","3165","19.54"
"3166","3166","19.46"
"3167","3167","19.53"
"3168","3168","19.53"
"3169","3169","19.4"
"3170","3170","19.6"
"3171","3171","19.46"
"3172","3172","19.6"
"3173","3173","19.53"
"3174","3174","19.46"
"3175","3175","19.46"
"3176","3176","19.6"
"3177","3177","19.6"
"3178","3178","19.6"
"3179","3179","19.53"
"3180","3180","19.46"
"3181","3181","19.46"
"3182","3182","19.46"
"3183","3183","19.6"
"3184","3184","19.47"
"3185","3185","19.53"
"3186","3186","19.53"
"3187","3187","19.6"
"3188","3188","19.53"
"3189","3189","19.53"
"3190","3190","19.38"
"3191","3191","19.46"
"3192","3192","19.6"
"3193","3193","19.46"
"3194","3194","19.41"
"3195","3195","19.46"
"3196","3196","19.52"
"3197","3197","19.49"
"3198","3198","19.6"
"3199","3199","19.41"
"3200","3200","19.52"
"3201","3201","19.6"
"3202","3202","19.53"
"3203","3203","19.53"
"3204","3204","19.6"
"3205","3205","19.59"
"3206","3206","19.53"
"3207","3207","19.6"
"3208","3208","19.39"
"3209","3209","19.53"
"3210","3210","19.58"
"3211","3211","19.6"
"3212","3212","19.53"
"3213","3213","19.46"
"3214","3214","19.58"
"3215","3215","19.6"
"3216","3216","19.5"
"3217","3217","19.53"
"3218","3218","19.46"
"3219","3219","19.46"
"3220","3220","19.46"
"3221","3221","19.41"
"3222","3222","19.48"
"3223","3223","19.53"
"3224","3224","19.45"
"3225","3225","19.6"
"3226","3226","19.39"
"3227","3227","19.51"
"3228","3228","19.45"
"3229","3229","19.58"
"3230","3230","19.6"
"3231","3231","19.54"
"3232","3232","19.6"
"3233","3233","19.46"
"3234","3234","19.46"
"3235","3235","19.58"
"3236","3236","19.53"
"3237","3237","19.45"
"3238","3238","19.6"
"3239","3239","19.6"
"3240","3240","19.39"
"3241","3241","19.4"
"3242","3242","19.43"
"3243","3243","19.48"
"3244","3244","19.47"
"3245","3245","19.53"
"3246","3246","19.6"
"3247","3247","19.46"
"3248","3248","19.47"
"3249","3249","19.47"
"3250","3250","19.53"
"3251","3251","19.3"
"3252","3252","19.48"
"3253","3253","19.49"
"3254","3254","19.33"
"3255","3255","19.6"
"3256","3256","19.28"
"3257","3257","19.43"
"3258","3258","19.1"
"3259","3259","19.5"
"3260","3260","19.23"
"3261","3261","19.5"
"3262","3262","19.52"
"3263","3263","19.41"
"3264","3264","19.36"
"3265","3265","19.41"
"3266","3266","19.46"
"3267","3267","19.53"
"3268","3268","19.57"
"3269","3269","19.53"
"3270","3270","19.47"
"3271","3271","19.58"
"3272","3272","19.6"
"3273","3273","19.6"
"3274","3274","19.53"
"3275","3275","19.46"
"3276","3276","19.6"
"3277","3277","19.46"
"3278","3278","19.53"
"3279","3279","19.35"
"3280","3280","19.39"
"3281","3281","19.53"
"3282","3282","19.52"
"3283","3283","19.24"
"3284","3284","19.59"
"3285","3285","19.46"
"3286","3286","19.53"
"3287","3287","19.59"
"3288","3288","19.53"
"3289","3289","19.55"
"3290","3290","19.6"
"3291","3291","19.53"
"3292","3292","19.45"
"3293","3293","19.53"
"3294","3294","19.52"
"3295","3295","19.59"
"3296","3296","19.6"
"3297","3297","19.59"
"3298","3298","19.45"
"3299","3299","19.52"
"3300","3300","19.48"
"3301","3301","19.56"
"3302","3302","19.45"
"3303","3303","19.29"
"3304","3304","19.5"
"3305","3305","19.6"
"3306","3306","19.49"
"3307","3307","19.59"
"3308","3308","19.6"
"3309","3309","19.59"
"3310","3310","19.53"
"3311","3311","19.6"
"3312","3312","19.53"
"3313","3313","19.59"
"3314","3314","19.53"
"3315","3315","19.6"
"3316","3316","19.35"
"3317","3317","19.53"
"3318","3318","19.37"
"3319","3319","19.57"
"3320","3320","19.31"
"3321","3321","19.53"
"3322","3322","19.48"
"3323","3323","19.59"
"3324","3324","19.44"
"3325","3325","19.6"
"3326","3326","19.37"
"3327","3327","19.59"
"3328","3328","19.45"
"3329","3329","19.6"
"3330","3330","19.36"
"3331","3331","19.24"
"3332","3332","19.6"
"3333","3333","19.6"
"3334","3334","19.6"
"3335","3335","19.6"
"3336","3336","19.37"
"3337","3337","19.6"
"3338","3338","19.6"
"3339","3339","19.6"
"3340","3340","19.53"
"3341","3341","19.36"
"3342","3342","19.6"
"3343","3343","19.47"
"3344","3344","19.46"
"3345","3345","19.53"
"3346","3346","19.53"
"3347","3347","19.46"
"3348","3348","19.46"
"3349","3349","19.53"
"3350","3350","19.6"
"3351","3351","19.53"
"3352","3352","19.6"
"3353","3353","19.52"
"3354","3354","19.54"
"3355","3355","19.4"
"3356","3356","19.6"
"3357","3357","19.6"
"3358","3358","19.53"
"3359","3359","19.53"
"3360","3360","19.53"
"3361","3361","19.29"
"3362","3362","19.4"
"3363","3363","19.6"
"3364","3364","19.52"
"3365","3365","19.53"
"3366","3366","19.6"
"3367","3367","19.6"
"3368","3368","19.51"
"3369","3369","19.6"
"3370","3370","19.59"
"3371","3371","19.33"
"3372","3372","19.46"
"3373","3373","19.27"
"3374","3374","19.46"
"3375","3375","19.44"
"3376","3376","19.48"
"3377","3377","19.53"
"3378","3378","19.6"
"3379","3379","19.4"
"3380","3380","19.53"
"3381","3381","19.53"
"3382","3382","19.34"
"3383","3383","19.53"
"3384","3384","19.6"
"3385","3385","19.49"
"3386","3386","19.6"
"3387","3387","19.46"
"3388","3388","19.6"
"3389","3389","19.39"
"3390","3390","19.6"
"3391","3391","19.25"
"3392","3392","19.32"
"3393","3393","19.45"
"3394","3394","19.33"
"3395","3395","19.36"
"3396","3396","19.37"
"3397","3397","19.42"
"3398","3398","19.55"
"3399","3399","19.48"
"3400","3400","19.34"
"3401","3401","19.48"
"3402","3402","19.57"
"3403","3403","19.59"
"3404","3404","19.53"
"3405","3405","19.48"
"3406","3406","19.47"
"3407","3407","19.48"
"3408","3408","19.46"
"3409","3409","19.6"
"3410","3410","19.41"
"3411","3411","19.53"
"3412","3412","19.48"
"3413","3413","19.6"
"3414","3414","19.48"
"3415","3415","19.6"
"3416","3416","19.53"
"3417","3417","19.6"
"3418","3418","19.59"
"3419","3419","19.52"
"3420","3420","19.6"
"3421","3421","19.6"
"3422","3422","19.53"
"3423","3423","19.45"
"3424","3424","19.59"
"3425","3425","19.6"
"3426","3426","19.53"
"3427","3427","19.53"
"3428","3428","19.58"
"3429","3429","19.39"
"3430","3430","19.46"
"3431","3431","19.6"
"3432","3432","19.53"
"3433","3433","19.52"
"3434","3434","19.53"
"3435","3435","19.53"
"3436","3436","19.51"
"3437","3437","19.6"
"3438","3438","19.4"
"3439","3439","19.6"
"3440","3440","19.53"
"3441","3441","19.3"
"3442","3442","19.53"
"3443","3443","19.53"
"3444","3444","19.6"
"3445","3445","19.6"
"3446","3446","19.55"
"3447","3447","19.6"
"3448","3448","19.6"
"3449","3449","19.55"
"3450","3450","19.6"
"3451","3451","19.53"
"3452","3452","19.6"
"3453","3453","19.51"
"3454","3454","19.59"
"3455","3455","19.56"
"3456","3456","19.48"
"3457","3457","19.35"
"3458","3458","19.53"
"3459","3459","19.53"
"3460","3460","19.22"
"3461","3461","19.53"
"3462","3462","19.6"
"3463","3463","19.33"
"3464","3464","19.6"
"3465","3465","19.6"
"3466","3466","19.53"
"3467","3467","19.53"
"3468","3468","19.6"
"3469","3469","19.6"
"3470","3470","19.6"
"3471","3471","19.34"
"3472","3472","19.53"
"3473","3473","19.47"
"3474","3474","19.52"
"3475","3475","19.52"
"3476","3476","19.53"
"3477","3477","19.38"
"3478","3478","19.6"
"3479","3479","19.43"
"3480","3480","19.53"
"3481","3481","19.4"
"3482","3482","19.6"
"3483","3483","19.59"
"3484","3484","19.12"
"3485","3485","19.52"
"3486","3486","19.6"
"3487","3487","19.48"
"3488","3488","19.48"
"3489","3489","19.51"
"3490","3490","19.52"
"3491","3491","19.47"
"3492","3492","19.27"
"3493","3493","19.6"
"3494","3494","19.56"
"3495","3495","19.53"
"3496","3496","19.52"
"3497","3497","19.6"
"3498","3498","19.53"
"3499","3499","19.6"
"3500","3500","19.6"
"3501","3501","19.54"
"3502","3502","19.6"
"3503","3503","19.59"
"3504","3504","19.6"
"3505","3505","19.59"
"3506","3506","19.49"
"3507","3507","19.53"
"3508","3508","19.56"
"3509","3509","19.58"
"3510","3510","19.46"
"3511","3511","19.53"
"3512","3512","19.6"
"3513","3513","19.51"
"3514","3514","19.53"
"3515","3515","19.53"
"3516","3516","19.59"
"3517","3517","19.53"
"3518","3518","19.53"
"3519","3519","19.6"
"3520","3520","19.52"
"3521","3521","19.46"
"3522","3522","19.6"
"3523","3523","19.6"
"3524","3524","19.53"
"3525","3525","19.6"
"3526","3526","19.38"
"3527","3527","19.6"
"3528","3528","19.6"
"3529","3529","19.53"
"3530","3530","19.59"
"3531","3531","19.52"
"3532","3532","19.6"
"3533","3533","19.54"
"3534","3534","19.38"
"3535","3535","19.54"
"3536","3536","19.53"
"3537","3537","19.53"
"3538","3538","19.59"
"3539","3539","19.59"
"3540","3540","19.46"
"3541","3541","19.6"
"3542","3542","19.54"
"3543","3543","19.6"
"3544","3544","19.53"
"3545","3545","19.59"
"3546","3546","19.58"
"3547","3547","19.59"
"3548","3548","19.52"
"3549","3549","19.52"
"3550","3550","19.53"
"3551","3551","19.6"
"3552","3552","19.46"
"3553","3553","19.46"
"3554","3554","19.46"
"3555","3555","19.6"
"3556","3556","19.59"
"3557","3557","19.53"
"3558","3558","19.52"
"3559","3559","19.59"
"3560","3560","19.55"
"3561","3561","19.45"
"3562","3562","19.51"
"3563","3563","19.45"
"3564","3564","19.6"
"3565","3565","19.52"
"3566","3566","19.46"
"3567","3567","19.41"
"3568","3568","19.51"
"3569","3569","19.59"
"3570","3570","19.33"
"3571","3571","19.59"
"3572","3572","19.51"
"3573","3573","19.6"
"3574","3574","19.58"
"3575","3575","19.53"
"3576","3576","19.53"
"3577","3577","19.6"
"3578","3578","19.52"
"3579","3579","19.51"
"3580","3580","19.53"
"3581","3581","19.6"
"3582","3582","19.53"
"3583","3583","19.52"
"3584","3584","19.53"
"3585","3585","19.34"
"3586","3586","19.6"
"3587","3587","19.6"
"3588","3588","19.6"
"3589","3589","19.59"
"3590","3590","19.6"
"3591","3591","19.53"
"3592","3592","19.44"
"3593","3593","19.6"
"3594","3594","19.52"
"3595","3595","19.53"
"3596","3596","19.53"
"3597","3597","19.53"
"3598","3598","19.54"
"3599","3599","19.53"
"3600","3600","19.53"
"3601","3601","19.6"
"3602","3602","19.6"
"3603","3603","19.53"
"3604","3604","19.6"
"3605","3605","19.53"
"3606","3606","19.53"
"3607","3607","19.45"
"3608","3608","19.46"
"3609","3609","19.53"
"3610","3610","19.6"
"3611","3611","19.53"
"3612","3612","19.6"
"3613","3613","19.53"
"3614","3614","19.6"
"3615","3615","19.54"
"3616","3616","19.6"
"3617","3617","19.34"
"3618","3618","19.59"
"3619","3619","19.58"
"3620","3620","19.6"
"3621","3621","19.53"
"3622","3622","19.6"
"3623","3623","19.55"
"3624","3624","19.6"
"3625","3625","19.6"
"3626","3626","19.53"
"3627","3627","19.53"
"3628","3628","19.55"
"3629","3629","19.53"
"3630","3630","19.53"
"3631","3631","19.44"
"3632","3632","19.33"
"3633","3633","19.53"
"3634","3634","19.53"
"3635","3635","19.53"
"3636","3636","19.53"
"3637","3637","19.37"
"3638","3638","19.6"
"3639","3639","19.36"
"3640","3640","19.39"
"3641","3641","19.27"
"3642","3642","19.6"
"3643","3643","19.22"
"3644","3644","19.33"
"3645","3645","19.42"
"3646","3646","19.45"
"3647","3647","19.6"
"3648","3648","19.4"
