"episode","1000 hns with additional head stochastic - _step","1000 hns with additional head stochastic - reward"
"1323","1323","19.04"
"1324","1324","19.55"
"1325","1325","19.39"
"1326","1326","18.6"
"1327","1327","19.2"
"1328","1328","19.31"
"1329","1329","18.84"
"1330","1330","19.33"
"1331","1331","19.04"
"1332","1332","19.26"
"1333","1333","19.46"
"1334","1334","19.11"
"1335","1335","19.12"
"1336","1336","19.13"
"1337","1337","18.92"
"1338","1338","19.46"
"1339","1339","19.04"
"1340","1340","19.12"
"1341","1341","19.39"
"1342","1342","19.43"
"1343","1343","19.02"
"1344","1344","18.99"
"1345","1345","18.97"
"1346","1346","19.08"
"1347","1347","19.26"
"1348","1348","18.95"
"1349","1349","19.32"
"1350","1350","18.98"
"1351","1351","18.63"
"1352","1352","19.25"
"1353","1353","19.17"
"1354","1354","19.53"
"1355","1355","19.38"
"1356","1356","18.77"
"1357","1357","19.25"
"1358","1358","19.45"
"1359","1359","19.33"
"1360","1360","19.01"
"1361","1361","19.52"
"1362","1362","19.39"
"1363","1363","19.23"
"1364","1364","19.33"
"1365","1365","19.22"
"1366","1366","19.21"
"1367","1367","19.41"
"1368","1368","19.41"
"1369","1369","19.35"
"1370","1370","19.1"
"1371","1371","19.15"
"1372","1372","19.18"
"1373","1373","19.27"
"1374","1374","19.39"
"1375","1375","19.33"
"1376","1376","19.17"
"1377","1377","19.36"
"1378","1378","19.57"
"1379","1379","19.24"
"1380","1380","19.25"
"1381","1381","19.24"
"1382","1382","19.56"
"1383","1383","19.33"
"1384","1384","19.29"
"1385","1385","19.39"
"1386","1386","18.94"
"1387","1387","19.39"
"1388","1388","19.17"
"1389","1389","19.11"
"1390","1390","19.17"
"1391","1391","19.34"
"1392","1392","19.24"
"1393","1393","19.26"
"1394","1394","19.33"
"1395","1395","19.34"
"1396","1396","19.09"
"1397","1397","19.3"
"1398","1398","19.11"
"1399","1399","19.05"
"1400","1400","19.29"
"1401","1401","19.45"
"1402","1402","19.16"
"1403","1403","19.36"
"1404","1404","19.04"
"1405","1405","19.32"
"1406","1406","19.06"
"1407","1407","18.89"
"1408","1408","19.17"
"1409","1409","19.38"
"1410","1410","19.24"
"1411","1411","19.39"
"1412","1412","19.23"
"1413","1413","19.29"
"1414","1414","19.46"
"1415","1415","19.01"
"1416","1416","19.44"
"1417","1417","19.19"
"1418","1418","19.39"
"1419","1419","19.17"
"1420","1420","19.46"
"1421","1421","18.89"
"1422","1422","19.05"
"1423","1423","19.1"
"1424","1424","19.39"
"1425","1425","19.53"
"1426","1426","19.25"
"1427","1427","19.53"
"1428","1428","19.53"
"1429","1429","19.18"
"1430","1430","19.46"
"1431","1431","19.34"
"1432","1432","19.24"
"1433","1433","19.32"
"1434","1434","19.09"
"1435","1435","19.38"
"1436","1436","19.03"
"1437","1437","19.29"
"1438","1438","18.98"
"1439","1439","19.22"
"1440","1440","19.34"
"1441","1441","19.16"
"1442","1442","19.13"
"1443","1443","18.84"
"1444","1444","19.25"
"1445","1445","19.16"
"1446","1446","19.36"
"1447","1447","19.15"
"1448","1448","19.39"
"1449","1449","19.19"
"1450","1450","19.33"
"1451","1451","19.09"
"1452","1452","19.41"
"1453","1453","19.41"
"1454","1454","19.23"
"1455","1455","19.18"
"1456","1456","19.23"
"1457","1457","19.27"
"1458","1458","19.41"
"1459","1459","19.46"
"1460","1460","19.38"
"1461","1461","19.45"
"1462","1462","19.23"
"1463","1463","19.07"
"1464","1464","19.46"
"1465","1465","19.31"
"1466","1466","19.33"
"1467","1467","19.05"
"1468","1468","19.22"
"1469","1469","19.15"
"1470","1470","19.4"
"1471","1471","19.32"
"1472","1472","19.12"
"1473","1473","19.11"
"1474","1474","19.23"
"1475","1475","19.53"
"1476","1476","19.46"
"1477","1477","19.27"
"1478","1478","19.17"
"1479","1479","19.06"
"1480","1480","19.05"
"1481","1481","19.33"
"1482","1482","19.34"
"1483","1483","19.21"
"1484","1484","19.53"
"1485","1485","19.44"
"1486","1486","19.19"
"1487","1487","19.15"
"1488","1488","19.2"
"1489","1489","19.31"
"1490","1490","19.41"
"1491","1491","19.39"
"1492","1492","19.27"
"1493","1493","19.38"
"1494","1494","19.25"
"1495","1495","19.28"
"1496","1496","18.92"
"1497","1497","19.32"
"1498","1498","19.25"
"1499","1499","19.36"
"1500","1500","19.47"
"1501","1501","19.25"
"1502","1502","19.03"
"1503","1503","19.33"
"1504","1504","18.9"
"1505","1505","19.01"
"1506","1506","19.45"
"1507","1507","19.53"
"1508","1508","19.38"
"1509","1509","19.32"
"1510","1510","19.12"
"1511","1511","19.26"
"1512","1512","19.46"
"1513","1513","19.1"
"1514","1514","19.33"
"1515","1515","19.53"
"1516","1516","19.36"
"1517","1517","19.15"
"1518","1518","19.46"
"1519","1519","19.24"
"1520","1520","19.37"
"1521","1521","19.16"
"1522","1522","19.38"
"1523","1523","19.48"
"1524","1524","19.46"
"1525","1525","19.1"
"1526","1526","19.46"
"1527","1527","19.31"
"1528","1528","19.43"
"1529","1529","19.38"
"1530","1530","19.33"
"1531","1531","19.47"
"1532","1532","19.38"
"1533","1533","19.47"
"1534","1534","19.53"
"1535","1535","19.07"
"1536","1536","19.38"
"1537","1537","19.26"
"1538","1538","19.39"
"1539","1539","19.21"
"1540","1540","19.52"
"1541","1541","19.49"
"1542","1542","19.39"
"1543","1543","19.39"
"1544","1544","19.53"
"1545","1545","19.54"
"1546","1546","19.23"
"1547","1547","19.2"
"1548","1548","19.53"
"1549","1549","19.52"
"1550","1550","19.21"
"1551","1551","19.38"
"1552","1552","19.19"
"1553","1553","19.08"
"1554","1554","19.21"
"1555","1555","19.5"
"1556","1556","19.34"
"1557","1557","19.32"
"1558","1558","19.28"
"1559","1559","19.28"
"1560","1560","19.31"
"1561","1561","18.96"
"1562","1562","19.05"
"1563","1563","19.39"
"1564","1564","19.07"
"1565","1565","18.82"
"1566","1566","18.81"
"1567","1567","18.93"
"1568","1568","18.83"
"1569","1569","18.85"
"1570","1570","18.71"
"1571","1571","17.93"
"1572","1572","18.35"
"1573","1573","18.47"
"1574","1574","18.54"
"1575","1575","18.37"
"1576","1576","18.65"
"1577","1577","18.97"
"1578","1578","18.93"
"1579","1579","18.98"
"1580","1580","19.12"
"1581","1581","18.97"
"1582","1582","19.46"
"1583","1583","19.09"
"1584","1584","19.24"
"1585","1585","19.23"
"1586","1586","19"
"1587","1587","19.11"
"1588","1588","19.23"
"1589","1589","19.32"
"1590","1590","19.17"
"1591","1591","19.41"
"1592","1592","19.27"
"1593","1593","18.91"
"1594","1594","19.36"
"1595","1595","19.5"
"1596","1596","19.49"
"1597","1597","19.42"
"1598","1598","19.54"
"1599","1599","19.39"
"1600","1600","19.53"
"1601","1601","19.39"
"1602","1602","19.39"
"1603","1603","19.39"
"1604","1604","19.39"
"1605","1605","19.3"
"1606","1606","19.43"
"1607","1607","19.31"
"1608","1608","19.31"
"1609","1609","19.37"
"1610","1610","19.33"
"1611","1611","19.17"
"1612","1612","19.45"
"1613","1613","19.52"
"1614","1614","19.45"
"1615","1615","19.45"
"1616","1616","19.11"
"1617","1617","19.34"
"1618","1618","19.32"
"1619","1619","19.32"
"1620","1620","19.11"
"1621","1621","19.19"
"1622","1622","19.46"
"1623","1623","19.26"
"1624","1624","19.53"
"1625","1625","19.1"
"1626","1626","19.46"
"1627","1627","19.26"
"1628","1628","19.52"
"1629","1629","18.98"
"1630","1630","19.18"
"1631","1631","19.31"
"1632","1632","19.27"
"1633","1633","19.41"
"1634","1634","18.91"
"1635","1635","19.41"
"1636","1636","19.08"
"1637","1637","19.46"
"1638","1638","19.46"
"1639","1639","19.1"
"1640","1640","19.45"
"1641","1641","19.33"
"1642","1642","19.25"
"1643","1643","19.28"
"1644","1644","19.56"
"1645","1645","19.15"
"1646","1646","19.11"
"1647","1647","19.19"
"1648","1648","19.46"
"1649","1649","19.53"
"1650","1650","19.33"
"1651","1651","19.25"
"1652","1652","19.31"
"1653","1653","19.23"
"1654","1654","19.25"
"1655","1655","19.16"
"1656","1656","19.24"
"1657","1657","19.25"
"1658","1658","19.47"
"1659","1659","19.53"
"1660","1660","19.26"
"1661","1661","19.23"
"1662","1662","19.33"
"1663","1663","19.03"
"1664","1664","18.93"
"1665","1665","18.85"
"1666","1666","18.7"
"1667","1667","18.63"
"1668","1668","18.83"
"1669","1669","18.46"
"1670","1670","18.68"
"1671","1671","18.63"
"1672","1672","19.25"
"1673","1673","18.84"
"1674","1674","18.87"
"1675","1675","19.44"
"1676","1676","19.17"
"1677","1677","19.32"
"1678","1678","19.31"
"1679","1679","19.23"
"1680","1680","19.46"
"1681","1681","19.36"
"1682","1682","19.16"
"1683","1683","19.4"
"1684","1684","19.37"
"1685","1685","19.32"
"1686","1686","19.58"
"1687","1687","19.33"
"1688","1688","19.23"
"1689","1689","19.33"
"1690","1690","19.52"
"1691","1691","19.25"
"1692","1692","19.31"
"1693","1693","19.35"
"1694","1694","19.48"
"1695","1695","19.44"
"1696","1696","19.39"
"1697","1697","19.27"
"1698","1698","19.13"
"1699","1699","19.33"
"1700","1700","19.53"
"1701","1701","19.32"
"1702","1702","19.34"
"1703","1703","19.53"
"1704","1704","19.6"
"1705","1705","19.6"
"1706","1706","19.46"
"1707","1707","18.92"
"1708","1708","19.25"
"1709","1709","19.53"
"1710","1710","19.39"
"1711","1711","19.17"
"1712","1712","19.46"
"1713","1713","19.42"
"1714","1714","19.53"
"1715","1715","19.6"
"1716","1716","19.33"
"1717","1717","19.19"
"1718","1718","19.45"
"1719","1719","19.1"
"1720","1720","19.39"
"1721","1721","19.21"
"1722","1722","19.2"
"1723","1723","19.38"
"1724","1724","19.32"
"1725","1725","19.36"
"1726","1726","19.23"
"1727","1727","19.52"
"1728","1728","19.37"
"1729","1729","19.32"
"1730","1730","19.09"
"1731","1731","19.32"
"1732","1732","19.4"
"1733","1733","19.33"
"1734","1734","19.3"
"1735","1735","19.45"
"1736","1736","19.45"
"1737","1737","19.32"
"1738","1738","19.32"
"1739","1739","19.31"
"1740","1740","19.25"
"1741","1741","19.39"
"1742","1742","19.39"
"1743","1743","19.33"
"1744","1744","19.2"
"1745","1745","19.25"
"1746","1746","19.39"
"1747","1747","19.38"
"1748","1748","19.19"
"1749","1749","19.18"
"1750","1750","19.18"
"1751","1751","19.27"
"1752","1752","19.19"
"1753","1753","18.98"
"1754","1754","19.24"
"1755","1755","19.39"
"1756","1756","19.18"
"1757","1757","19.39"
"1758","1758","19.11"
"1759","1759","19.17"
"1760","1760","19.14"
"1761","1761","19.23"
"1762","1762","19.27"
"1763","1763","19.39"
"1764","1764","19.41"
"1765","1765","19.39"
"1766","1766","19.27"
"1767","1767","19.1"
"1768","1768","19.4"
"1769","1769","19.34"
"1770","1770","19.18"
"1771","1771","19.4"
"1772","1772","19.52"
"1773","1773","19.14"
"1774","1774","19.29"
"1775","1775","19.39"
"1776","1776","19.28"
"1777","1777","19.53"
"1778","1778","19.39"
"1779","1779","19.26"
"1780","1780","19.44"
"1781","1781","19.53"
"1782","1782","19.17"
"1783","1783","19.53"
"1784","1784","19.39"
"1785","1785","19.45"
"1786","1786","19.2"
"1787","1787","19.39"
"1788","1788","19.34"
"1789","1789","19.05"
"1790","1790","19.4"
"1791","1791","19.1"
"1792","1792","19.4"
"1793","1793","19.53"
"1794","1794","19.12"
"1795","1795","19.49"
"1796","1796","19.36"
"1797","1797","19.34"
"1798","1798","19.18"
"1799","1799","19.4"
"1800","1800","19.32"
"1801","1801","19.53"
"1802","1802","19.53"
"1803","1803","19.46"
"1804","1804","19.46"
"1805","1805","19.47"
"1806","1806","19.45"
"1807","1807","19.18"
"1808","1808","19.45"
"1809","1809","19.4"
"1810","1810","19.46"
"1811","1811","19.53"
"1812","1812","19.6"
"1813","1813","19.58"
"1814","1814","19.19"
"1815","1815","19.17"
"1816","1816","19.47"
"1817","1817","19.52"
"1818","1818","19.11"
"1819","1819","19.39"
"1820","1820","19.4"
"1821","1821","19.32"
"1822","1822","19.6"
"1823","1823","19.39"
"1824","1824","19.46"
"1825","1825","19.6"
"1826","1826","19.46"
"1827","1827","19.47"
"1828","1828","19.26"
"1829","1829","19.24"
"1830","1830","19.58"
"1831","1831","19.17"
"1832","1832","19.4"
"1833","1833","19.53"
"1834","1834","19.53"
"1835","1835","18.94"
"1836","1836","19.21"
"1837","1837","19.45"
"1838","1838","19.51"
"1839","1839","19.39"
"1840","1840","19.14"
"1841","1841","19.39"
"1842","1842","19.39"
"1843","1843","19.1"
"1844","1844","19.6"
"1845","1845","19.45"
"1846","1846","19.52"
"1847","1847","18.96"
"1848","1848","19.46"
"1849","1849","19.45"
"1850","1850","19.25"
"1851","1851","19.59"
"1852","1852","19.6"
"1853","1853","19.53"
"1854","1854","19.47"
"1855","1855","19.35"
"1856","1856","19.39"
"1857","1857","19.19"
"1858","1858","19.38"
"1859","1859","19.52"
"1860","1860","19.46"
"1861","1861","19.44"
"1862","1862","19.42"
"1863","1863","19.43"
"1864","1864","19.3"
"1865","1865","19.38"
"1866","1866","19.46"
"1867","1867","19.46"
"1868","1868","19.35"
"1869","1869","19.25"
"1870","1870","19.23"
"1871","1871","19.3"
"1872","1872","19.46"
"1873","1873","19.54"
"1874","1874","19.53"
"1875","1875","19.46"
"1876","1876","19.24"
"1877","1877","19.59"
"1878","1878","19.53"
"1879","1879","19.22"
"1880","1880","19.52"
"1881","1881","19.6"
"1882","1882","19.32"
"1883","1883","19.09"
"1884","1884","19.44"
"1885","1885","19.46"
"1886","1886","19.33"
"1887","1887","19.37"
"1888","1888","19.44"
"1889","1889","19.3"
"1890","1890","19.53"
"1891","1891","19.28"
"1892","1892","19.52"
"1893","1893","19.45"
"1894","1894","19.32"
"1895","1895","19.07"
"1896","1896","19.33"
"1897","1897","19.31"
"1898","1898","19.37"
"1899","1899","19.12"
"1900","1900","19.4"
"1901","1901","19.39"
"1902","1902","19.38"
"1903","1903","19.32"
"1904","1904","19.11"
"1905","1905","19.45"
"1906","1906","19.25"
"1907","1907","19.45"
"1908","1908","19.52"
"1909","1909","19.32"
"1910","1910","19.14"
"1911","1911","19.47"
"1912","1912","19.37"
"1913","1913","19.54"
"1914","1914","19.46"
"1915","1915","19.12"
"1916","1916","19.53"
"1917","1917","19.6"
"1918","1918","19.53"
"1919","1919","19.37"
"1920","1920","19.45"
"1921","1921","19.46"
"1922","1922","19.59"
"1923","1923","19.53"
"1924","1924","19.53"
"1925","1925","19.13"
"1926","1926","19.23"
"1927","1927","19.53"
"1928","1928","19.44"
"1929","1929","19.27"
"1930","1930","19.3"
"1931","1931","19.46"
"1932","1932","19.44"
"1933","1933","19.45"
"1934","1934","19.47"
"1935","1935","19.37"
"1936","1936","19.11"
"1937","1937","19.11"
"1938","1938","19.32"
"1939","1939","19.39"
"1940","1940","19.15"
"1941","1941","19.44"
"1942","1942","19.41"
"1943","1943","19.53"
"1944","1944","19.06"
"1945","1945","19.53"
"1946","1946","19.28"
"1947","1947","19.46"
"1948","1948","19.53"
"1949","1949","19.4"
"1950","1950","19.52"
"1951","1951","19.6"
"1952","1952","19.35"
"1953","1953","19.46"
"1954","1954","19.27"
"1955","1955","19.39"
"1956","1956","19.53"
"1957","1957","19.26"
"1958","1958","19.39"
"1959","1959","19.39"
"1960","1960","19.47"
"1961","1961","19.31"
"1962","1962","19.44"
"1963","1963","19.54"
"1964","1964","19.34"
"1965","1965","19.46"
"1966","1966","19.53"
"1967","1967","19.06"
"1968","1968","19.26"
"1969","1969","19.53"
"1970","1970","19.44"
"1971","1971","19.39"
"1972","1972","19.55"
"1973","1973","19.6"
"1974","1974","19.1"
"1975","1975","19.6"
"1976","1976","19.53"
"1977","1977","19.44"
"1978","1978","19.25"
"1979","1979","19.44"
"1980","1980","19.33"
"1981","1981","19.6"
"1982","1982","19.46"
"1983","1983","19.38"
"1984","1984","19.53"
"1985","1985","19.13"
"1986","1986","19.38"
"1987","1987","19.34"
"1988","1988","19.19"
"1989","1989","19.39"
"1990","1990","19.34"
"1991","1991","19.49"
"1992","1992","19.47"
"1993","1993","19.23"
"1994","1994","19.28"
"1995","1995","19.46"
"1996","1996","19.35"
"1997","1997","19.41"
"1998","1998","19.53"
"1999","1999","19.21"
"2000","2000","19.57"
"2001","2001","19.43"
"2002","2002","19.16"
"2003","2003","19.2"
"2004","2004","19.39"
"2005","2005","19.53"
"2006","2006","19.32"
"2007","2007","19.46"
"2008","2008","19.48"
"2009","2009","19.32"
"2010","2010","19.23"
"2011","2011","19.49"
"2012","2012","19.31"
"2013","2013","19.34"
"2014","2014","19.3"
"2015","2015","19.6"
"2016","2016","19.52"
"2017","2017","19.53"
"2018","2018","19.53"
"2019","2019","19.6"
"2020","2020","19.34"
"2021","2021","19.46"
"2022","2022","19.53"
"2023","2023","19.39"
"2024","2024","19.32"
"2025","2025","19.39"
"2026","2026","19.42"
"2027","2027","19.52"
"2028","2028","19.39"
"2029","2029","19.53"
"2030","2030","19.32"
"2031","2031","19.37"
"2032","2032","19.6"
"2033","2033","19.6"
"2034","2034","19.46"
"2035","2035","19.39"
"2036","2036","19.18"
"2037","2037","19.44"
"2038","2038","19.46"
"2039","2039","19.41"
"2040","2040","19.2"
"2041","2041","19.46"
"2042","2042","19.46"
"2043","2043","19.32"
"2044","2044","19.32"
"2045","2045","19.41"
"2046","2046","19.53"
"2047","2047","19.35"
"2048","2048","19.39"
"2049","2049","19.44"
"2050","2050","19.6"
"2051","2051","19.24"
"2052","2052","19.34"
"2053","2053","19.2"
"2054","2054","19.52"
"2055","2055","19.6"
"2056","2056","19.53"
"2057","2057","19.53"
"2058","2058","19.33"
"2059","2059","19.26"
"2060","2060","19.46"
"2061","2061","19.46"
"2062","2062","19.46"
"2063","2063","19.32"
"2064","2064","19.51"
"2065","2065","19.27"
"2066","2066","19.44"
"2067","2067","19.53"
"2068","2068","19.41"
"2069","2069","19.38"
"2070","2070","19.53"
"2071","2071","19.6"
"2072","2072","19.53"
"2073","2073","19.45"
"2074","2074","19.45"
"2075","2075","19.45"
"2076","2076","19.5"
"2077","2077","19.52"
"2078","2078","19.52"
"2079","2079","19.56"
"2080","2080","19.3"
"2081","2081","19.6"
"2082","2082","19.44"
"2083","2083","19.45"
"2084","2084","19.21"
"2085","2085","19.17"
"2086","2086","18.83"
"2087","2087","19.25"
"2088","2088","19.38"
"2089","2089","19.53"
"2090","2090","19.42"
"2091","2091","19.31"
"2092","2092","19.31"
"2093","2093","19.36"
"2094","2094","19.44"
"2095","2095","19.59"
"2096","2096","18.92"
"2097","2097","19.32"
"2098","2098","19.29"
"2099","2099","19.25"
"2100","2100","19.52"
"2101","2101","19.48"
"2102","2102","19.45"
"2103","2103","19.42"
"2104","2104","19.39"
"2105","2105","19.39"
"2106","2106","19.39"
"2107","2107","19.38"
"2108","2108","19.46"
"2109","2109","19.41"
"2110","2110","19.48"
"2111","2111","19.3"
"2112","2112","19.26"
"2113","2113","19.47"
"2114","2114","19.32"
"2115","2115","19.32"
"2116","2116","19.32"
"2117","2117","19.41"
"2118","2118","19.54"
"2119","2119","19.32"
"2120","2120","19.32"
"2121","2121","19.21"
"2122","2122","19.4"
"2123","2123","19.52"
"2124","2124","19.08"
"2125","2125","19.53"
"2126","2126","19.07"
"2127","2127","19.39"
"2128","2128","19.19"
"2129","2129","19.25"
"2130","2130","19.19"
"2131","2131","19.35"
"2132","2132","18.99"
"2133","2133","18.61"
"2134","2134","19.25"
"2135","2135","19.35"
"2136","2136","18.97"
"2137","2137","19.32"
"2138","2138","19"
"2139","2139","19.09"
"2140","2140","19.39"
"2141","2141","19.46"
"2142","2142","19.18"
"2143","2143","19.05"
"2144","2144","19.13"
"2145","2145","19.31"
"2146","2146","19.1"
"2147","2147","19.19"
"2148","2148","19.53"
"2149","2149","19.46"
"2150","2150","19.34"
"2151","2151","19.47"
"2152","2152","19.33"
"2153","2153","19.44"
"2154","2154","19.12"
"2155","2155","19.29"
"2156","2156","19.4"
"2157","2157","19.46"
"2158","2158","19.35"
"2159","2159","19.43"
"2160","2160","19.25"
"2161","2161","19.38"
"2162","2162","19.38"
"2163","2163","19.34"
"2164","2164","19.59"
"2165","2165","19.39"
"2166","2166","19.53"
"2167","2167","19.31"
"2168","2168","19.33"
"2169","2169","19.24"
"2170","2170","19.31"
"2171","2171","19.46"
"2172","2172","19.53"
"2173","2173","19.32"
"2174","2174","19.6"
"2175","2175","19.47"
"2176","2176","19.6"
"2177","2177","19.46"
"2178","2178","19.6"
"2179","2179","19.46"
"2180","2180","19.46"
"2181","2181","19.6"
"2182","2182","19.53"
"2183","2183","19.25"
"2184","2184","19.22"
"2185","2185","19.3"
"2186","2186","19.35"
"2187","2187","19.46"
"2188","2188","19.52"
"2189","2189","19.46"
"2190","2190","19.3"
"2191","2191","19.41"
"2192","2192","19.37"
"2193","2193","19.46"
"2194","2194","19.24"
"2195","2195","19.46"
"2196","2196","19.46"
"2197","2197","19.29"
"2198","2198","19.59"
"2199","2199","19.42"
"2200","2200","19.53"
"2201","2201","19.52"
"2202","2202","19.43"
"2203","2203","19.45"
"2204","2204","19.53"
"2205","2205","19.6"
"2206","2206","19.4"
"2207","2207","19.39"
"2208","2208","19.46"
"2209","2209","19.53"
"2210","2210","19.53"
"2211","2211","19.53"
"2212","2212","19.47"
"2213","2213","19.46"
"2214","2214","19.56"
"2215","2215","19.37"
"2216","2216","19.34"
"2217","2217","19.6"
"2218","2218","19.6"
"2219","2219","19.4"
"2220","2220","19.39"
"2221","2221","19.53"
"2222","2222","19.55"
"2223","2223","19.53"
"2224","2224","19.45"
"2225","2225","19.46"
"2226","2226","19.41"
"2227","2227","19.53"
"2228","2228","19.39"
"2229","2229","19.52"
"2230","2230","19.53"
"2231","2231","19.53"
"2232","2232","19.53"
"2233","2233","19.45"
"2234","2234","19.4"
"2235","2235","19.32"
"2236","2236","19.43"
"2237","2237","19.25"
"2238","2238","19.6"
"2239","2239","19.52"
"2240","2240","19.53"
"2241","2241","19.46"
"2242","2242","19.45"
"2243","2243","19.25"
"2244","2244","19.19"
"2245","2245","19.44"
"2246","2246","19.39"
"2247","2247","19.31"
"2248","2248","19.25"
"2249","2249","19.63"
"2250","2250","19.53"
"2251","2251","19.46"
"2252","2252","19.43"
"2253","2253","19.53"
"2254","2254","19.37"
"2255","2255","19.23"
"2256","2256","19.6"
"2257","2257","19.46"
"2258","2258","19.53"
"2259","2259","19.36"
"2260","2260","19.46"
"2261","2261","19.53"
"2262","2262","19.33"
"2263","2263","19.39"
"2264","2264","19.6"
"2265","2265","19.54"
"2266","2266","19.46"
"2267","2267","19.27"
"2268","2268","19.44"
"2269","2269","19.38"
"2270","2270","19.41"
"2271","2271","19.34"
"2272","2272","19.59"
"2273","2273","19.3"
"2274","2274","19.53"
"2275","2275","19.52"
"2276","2276","19.46"
"2277","2277","19.52"
"2278","2278","19.58"
"2279","2279","19.53"
"2280","2280","19.53"
"2281","2281","19.45"
"2282","2282","19.46"
"2283","2283","19.6"
"2284","2284","19.31"
"2285","2285","19.39"
"2286","2286","19.35"
"2287","2287","19.39"
"2288","2288","19.52"
"2289","2289","19.38"
"2290","2290","19.39"
"2291","2291","19.45"
"2292","2292","19.38"
"2293","2293","19.44"
"2294","2294","19.53"
"2295","2295","19.53"
"2296","2296","19.52"
"2297","2297","19.39"
"2298","2298","19.53"
"2299","2299","19.46"
"2300","2300","19.22"
"2301","2301","19.53"
"2302","2302","19.46"
"2303","2303","19.53"
"2304","2304","19.46"
"2305","2305","19.53"
"2306","2306","19.52"
"2307","2307","19.38"
"2308","2308","19.39"
"2309","2309","19.46"
"2310","2310","19.53"
"2311","2311","19.27"
"2312","2312","19.59"
"2313","2313","19.53"
"2314","2314","19.23"
"2315","2315","19.6"
"2316","2316","19.53"
"2317","2317","19.44"
"2318","2318","19.34"
"2319","2319","19.45"
"2320","2320","19.45"
"2321","2321","19.3"
"2322","2322","19.31"
"2323","2323","19.45"
"2324","2324","19.43"
"2325","2325","19.45"
"2326","2326","19.46"
"2327","2327","19.39"
"2328","2328","19.56"
"2329","2329","19.27"
"2330","2330","19.38"
"2331","2331","19.52"
"2332","2332","19.51"
"2333","2333","19.37"
"2334","2334","19.6"
"2335","2335","19.32"
"2336","2336","19.46"
"2337","2337","19.39"
"2338","2338","19.32"
"2339","2339","19.46"
"2340","2340","19.32"
"2341","2341","19.4"
"2342","2342","19.24"
"2343","2343","19.53"
"2344","2344","19.29"
"2345","2345","19.27"
"2346","2346","19.24"
"2347","2347","19.6"
"2348","2348","19.46"
"2349","2349","19.38"
"2350","2350","19.6"
"2351","2351","19.46"
"2352","2352","19.53"
"2353","2353","19.53"
"2354","2354","19.33"
"2355","2355","19.39"
"2356","2356","19.23"
"2357","2357","19.53"
"2358","2358","19.3"
"2359","2359","19.31"
"2360","2360","19.53"
"2361","2361","19.53"
"2362","2362","19.47"
"2363","2363","19.53"
"2364","2364","19.45"
"2365","2365","19.4"
"2366","2366","19.45"
"2367","2367","19.52"
"2368","2368","19.52"
"2369","2369","19.19"
"2370","2370","19.52"
"2371","2371","19.34"
"2372","2372","19.41"
"2373","2373","19.46"
"2374","2374","19.43"
"2375","2375","19.33"
"2376","2376","19.37"
"2377","2377","19.36"
"2378","2378","19.6"
"2379","2379","19.46"
"2380","2380","18.44"
"2381","2381","18.91"
"2382","2382","19.4"
"2383","2383","19.21"
"2384","2384","19.16"
"2385","2385","18.96"
"2386","2386","19.04"
"2387","2387","19.35"
"2388","2388","19.28"
"2389","2389","19.33"
"2390","2390","19.46"
"2391","2391","19.51"
"2392","2392","19.59"
"2393","2393","19.38"
"2394","2394","19.44"
"2395","2395","19.6"
"2396","2396","19.43"
"2397","2397","19.46"
"2398","2398","19.46"
"2399","2399","19.39"
"2400","2400","19.46"
"2401","2401","19.41"
"2402","2402","19.39"
"2403","2403","19.34"
"2404","2404","19.34"
"2405","2405","19.45"
"2406","2406","19.44"
"2407","2407","19.3"
"2408","2408","19.53"
"2409","2409","19.45"
"2410","2410","19.29"
"2411","2411","19.41"
"2412","2412","19.37"
"2413","2413","19.5"
"2414","2414","19.45"
"2415","2415","19.35"
"2416","2416","19.38"
"2417","2417","19.42"
"2418","2418","19.4"
"2419","2419","19.25"
"2420","2420","19.56"
"2421","2421","19.59"
"2422","2422","19.53"
"2423","2423","19.54"
"2424","2424","19.37"
"2425","2425","19.55"
"2426","2426","19.43"
"2427","2427","19.39"
"2428","2428","19.45"
"2429","2429","19.47"
"2430","2430","19.6"
"2431","2431","19.48"
"2432","2432","19.52"
"2433","2433","19.6"
"2434","2434","19.53"
"2435","2435","19.4"
"2436","2436","19.39"
"2437","2437","19.37"
"2438","2438","19.49"
"2439","2439","19.41"
"2440","2440","19.14"
"2441","2441","19.52"
"2442","2442","19.48"
"2443","2443","19.52"
"2444","2444","19.59"
"2445","2445","19.17"
"2446","2446","19.59"
"2447","2447","19.21"
"2448","2448","19.47"
"2449","2449","19.46"
"2450","2450","19.46"
"2451","2451","19.31"
"2452","2452","19.52"
"2453","2453","19.6"
"2454","2454","19.53"
"2455","2455","19.45"
"2456","2456","19.6"
"2457","2457","19.48"
"2458","2458","19.52"
"2459","2459","19.47"
"2460","2460","19.46"
"2461","2461","19.41"
"2462","2462","19.53"
"2463","2463","19.45"
"2464","2464","19.4"
"2465","2465","19.6"
"2466","2466","19.46"
"2467","2467","19.46"
"2468","2468","19.56"
"2469","2469","19.53"
"2470","2470","19.59"
"2471","2471","19.46"
"2472","2472","19.36"
"2473","2473","19.46"
"2474","2474","19.37"
"2475","2475","19.25"
"2476","2476","19.44"
"2477","2477","19.24"
"2478","2478","19.52"
"2479","2479","19.37"
"2480","2480","19.48"
"2481","2481","19.6"
"2482","2482","19.6"
"2483","2483","19.52"
"2484","2484","19.51"
"2485","2485","19.39"
